gene_id	CHROM	POS	STRAND	gene_name	interval
ENSG00000134070	chr3	10206548	+	IRAK2	chr3:10206549-10285427
ENSG00000157014	chr3	10289706	+	TATDN2	chr3:10289707-10322902
ENSG00000272410	chr3	10291055	+	RP11-438J1.1	chr3:10291056-10327480
ENSG00000157017	chr3	10334631	-	GHRL	chr3:10327359-10334631
ENSG00000157020	chr3	10362862	-	SEC13	chr3:10334815-10362862
ENSG00000157087	chr3	10547268	-	ATP2B2	chr3:10365707-10749716
ENSG00000132164	chr3	10857884	+	SLC6A11	chr3:10857885-10982419
ENSG00000157103	chr3	11034409	+	SLC6A1	chr3:11034410-11080933
ENSG00000196639	chr3	11294384	+	HRH1	chr3:11178779-11305243
ENSG00000197548	chr3	11314101	+	ATG7	chr3:11313995-11599139
ENSG00000144560	chr3	11685398	-	VGLL4	chr3:11597544-11762220
ENSG00000144559	chr3	11888393	-	TAMM41	chr3:11831916-11888393
ENSG00000157150	chr3	12200851	-	TIMP4	chr3:12194551-12200851
ENSG00000132170	chr3	12392970	+	PPARG	chr3:12328867-12475855
ENSG00000154743	chr3	12526009	+	TSEN2	chr3:12525931-12581122
ENSG00000075975	chr3	12598512	+	MKRN2	chr3:12598513-12625212
ENSG00000132155	chr3	12705725	-	RAF1	chr3:12625100-12705725
ENSG00000088726	chr3	12801038	-	TMEM40	chr3:12775024-12810956
ENSG00000144712	chr3	12838178	+	CAND2	chr3:12837971-12913415
ENSG00000144713	chr3	12883087	-	RPL32	chr3:12875984-12883087
ENSG00000144711	chr3	13009168	-	IQSEC1	chr3:12938719-13114617
ENSG00000132182	chr3	13461809	-	NUP210	chr3:13357737-13461809
ENSG00000163517	chr3	13521664	+	HDAC11	chr3:13521224-13547916
ENSG00000163520	chr3	13590630	+	FBLN2	chr3:13573824-13679922
ENSG00000154764	chr3	13921618	-	WNT7A	chr3:13857755-13921618
ENSG00000163528	chr3	14166370	-	CHCHD4	chr3:14153580-14166370
ENSG00000170876	chr3	14166439	+	TMEM43	chr3:14166440-14185179
ENSG00000170860	chr3	14219857	+	LSM3	chr3:14219858-14242619
ENSG00000154767	chr3	14220283	-	XPC	chr3:14186647-14220283
ENSG00000131389	chr3	14444075	+	SLC6A6	chr3:14444076-14530857
ENSG00000154781	chr3	14693270	+	CCDC174	chr3:14693271-14714166
ENSG00000131379	chr3	14716605	+	C3orf20	chr3:14716606-14814541
ENSG00000154783	chr3	14860468	+	FGD5	chr3:14860469-14975895
ENSG00000177463	chr3	14989235	+	NR2C2	chr3:14989091-15095107
ENSG00000131368	chr3	15106842	-	MRPS25	chr3:15083967-15106842
ENSG00000131381	chr3	15140655	-	ZFYVE20	chr3:15111580-15140670
ENSG00000131375	chr3	15247749	+	CAPN7	chr3:15247659-15294425
ENSG00000131370	chr3	15374136	-	SH3BP5	chr3:15296360-15382875
ENSG00000144597	chr3	15468861	+	EAF1	chr3:15468862-15484120
ENSG00000206562	chr3	15469025	-	METTL6	chr3:15422782-15482073
ENSG00000206561	chr3	15563258	-	COLQ	chr3:15491640-15563258
ENSG00000169814	chr3	15643248	+	BTD	chr3:15642848-15687329
ENSG00000131373	chr3	15643338	-	HACL1	chr3:15602211-15643338
ENSG00000206560	chr3	15901278	-	ANKRD28	chr3:15708743-15901278
ENSG00000131386	chr3	16216155	+	GALNT15	chr3:16216156-16273499
ENSG00000154813	chr3	16306479	-	DPH3	chr3:16299485-16306479
ENSG00000154814	chr3	16306705	+	OXNAD1	chr3:16306706-16391806
ENSG00000131378	chr3	16555213	-	RFTN1	chr3:16355081-16555533
ENSG00000092345	chr3	16646297	-	DAZL	chr3:16628299-16711813
ENSG00000154822	chr3	16926451	+	PLCL2	chr3:16844159-17132086
ENSG00000131374	chr3	17741512	-	TBC1D5	chr3:17198654-18486309
ENSG00000182568	chr3	18466065	-	SATB1	chr3:18386879-18487080
ENSG00000183960	chr3	19189945	+	KCNH8	chr3:19189946-19577138
ENSG00000163576	chr3	19975672	-	EFHB	chr3:19920964-19988517
ENSG00000144566	chr3	19988570	+	RAB5A	chr3:19988571-20026667
ENSG00000183977	chr3	20053822	-	PP2D1	chr3:20021453-20053822
ENSG00000114166	chr3	20081514	+	KAT2B	chr3:20081515-20195896
ENSG00000129810	chr3	20227683	-	SGOL1	chr3:20202085-20227784
ENSG00000151789	chr3	21792927	-	ZNF385D	chr3:21459915-22414812
ENSG00000182247	chr3	23244783	+	UBE2E2	chr3:23244511-23633284
ENSG00000170142	chr3	23847393	+	UBE2E1	chr3:23847394-23932807
ENSG00000174748	chr3	23958035	+	RPL15	chr3:23958036-23965183
ENSG00000197885	chr3	23958206	-	NKIRAS1	chr3:23933151-23988082
ENSG00000174738	chr3	23986750	+	NR1D2	chr3:23986751-24022109
ENSG00000151090	chr3	24536266	-	THRB	chr3:24158651-24536773
ENSG00000077092	chr3	25469801	+	RARB	chr3:25215823-25639423
ENSG00000077097	chr3	25705990	-	TOP2B	chr3:25639475-25706398
ENSG00000151092	chr3	25825042	-	NGLY1	chr3:25760435-25831530
ENSG00000151093	chr3	25831570	+	OXSM	chr3:25824408-25836025
ENSG00000179796	chr3	26664296	+	LRRC3B	chr3:26664297-26752267
ENSG00000163491	chr3	27410912	-	NEK10	chr3:27151576-27410951
ENSG00000033867	chr3	27498245	-	SLC4A7	chr3:27414214-27525911
ENSG00000163508	chr3	27763989	-	EOMES	chr3:27757440-27764206
ENSG00000187118	chr3	28283085	+	CMC1	chr3:28283075-28366633
ENSG00000163512	chr3	28390618	-	AZI2	chr3:28356494-28390618
ENSG00000206559	chr3	28390639	+	ZCWPW2	chr3:28390637-28579613
ENSG00000144642	chr3	29322836	+	RBMS3	chr3:29322473-30051886
ENSG00000163513	chr3	30648092	+	TGFBR2	chr3:30647994-30735634
ENSG00000144644	chr3	30936257	-	GADL1	chr3:30767692-30936257
ENSG00000163527	chr3	31574281	+	STT3B	chr3:31574130-31679112
ENSG00000144645	chr3	32022794	-	OSBPL10	chr3:31699382-32119072
ENSG00000197385	chr3	32023265	+	ZNF860	chr3:32023263-32033120
ENSG00000152642	chr3	32148002	+	GPD1L	chr3:32147181-32210205
ENSG00000170293	chr3	32280170	+	CMTM8	chr3:32280171-32411817
ENSG00000153551	chr3	32433162	+	CMTM7	chr3:32433163-32524559
ENSG00000091317	chr3	32544900	-	CMTM6	chr3:32522804-32544900
ENSG00000144635	chr3	32612366	-	DYNC1LI1	chr3:32567463-32612366
ENSG00000182973	chr3	32737040	+	CNOT10	chr3:32726637-32815367
ENSG00000206557	chr3	32859509	+	TRIM71	chr3:32859510-32939318
ENSG00000183813	chr3	32993065	+	CCR4	chr3:32993066-32997841
ENSG00000188167	chr3	33138293	-	TMPPE	chr3:33131913-33138293
ENSG00000170266	chr3	33138722	-	GLB1	chr3:33038100-33138722
ENSG00000170275	chr3	33155470	+	CRTAP	chr3:33155471-33189265
ENSG00000173705	chr3	33260707	-	SUSD5	chr3:33191537-33260707
ENSG00000153558	chr3	33318913	+	FBXL2	chr3:33318517-33445154
ENSG00000153560	chr3	33481870	-	UBP1	chr3:33429828-33482863
ENSG00000163539	chr3	33759541	-	CLASP2	chr3:33537737-33759848
ENSG00000170248	chr3	33840065	+	PDCD6IP	chr3:33839844-33911194
ENSG00000172995	chr3	35681877	+	ARPP21	chr3:35680437-35835988
ENSG00000144681	chr3	36421835	+	STAC	chr3:36421836-36589499
ENSG00000163673	chr3	36781352	-	DCLK3	chr3:36753913-36781352
ENSG00000178567	chr3	37034795	-	EPM2AIP1	chr3:37027357-37034795
ENSG00000076242	chr3	37034822	+	MLH1	chr3:37034823-37107380
ENSG00000093167	chr3	37217851	-	LRRFIP2	chr3:37094117-37225180
ENSG00000144674	chr3	37284742	+	GOLGA4	chr3:37284668-37408242
ENSG00000198590	chr3	37440652	+	C3orf35	chr3:37427760-37476988
ENSG00000144668	chr3	37493609	+	ITGA9	chr3:37493606-37865005
ENSG00000144677	chr3	37903664	+	CTDSPL	chr3:37903451-38025960
ENSG00000136059	chr3	38029549	+	VILL	chr3:38029550-38048679
ENSG00000187091	chr3	38066278	-	PLCD1	chr3:38048987-38071253
ENSG00000008226	chr3	38080695	+	DLEC1	chr3:38080696-38165516
ENSG00000060971	chr3	38178699	-	ACAA1	chr3:38144620-38178733
ENSG00000172936	chr3	38179968	+	MYD88	chr3:38179969-38184513
ENSG00000172939	chr3	38206995	+	OXSR1	chr3:38206580-38296979
ENSG00000172940	chr3	38307302	+	SLC22A13	chr3:38307303-38319806
ENSG00000144671	chr3	38347426	+	SLC22A14	chr3:38323785-38360066
ENSG00000093217	chr3	38388269	+	XYLB	chr3:38388251-38462839
ENSG00000114739	chr3	38495341	+	ACVR2B	chr3:38495342-38534633
ENSG00000157036	chr3	38537762	+	EXOG	chr3:38537618-38583652
ENSG00000183873	chr3	38691163	-	SCN5A	chr3:38589548-38691164
ENSG00000185313	chr3	38835501	-	SCN10A	chr3:38738293-38835501
ENSG00000168356	chr3	38992052	-	SCN11A	chr3:38887260-38992052
ENSG00000114742	chr3	39093488	+	WDR48	chr3:39093489-39138155
ENSG00000168026	chr3	39149194	+	TTC21A	chr3:39149152-39180394
ENSG00000114745	chr3	39149854	-	GORASP1	chr3:39138150-39149854
ENSG00000144655	chr3	39195066	-	CSRNP1	chr3:39183346-39196053
ENSG00000168334	chr3	39234085	-	XIRP1	chr3:39224701-39234087
ENSG00000168329	chr3	39323226	-	CX3CR1	chr3:39304985-39323226
ENSG00000179934	chr3	39371196	+	CCR8	chr3:39371197-39375171
ENSG00000144659	chr3	39424838	+	SLC25A38	chr3:39424839-39438842
ENSG00000168028	chr3	39448179	+	RPSA	chr3:39448180-39454033
ENSG00000168314	chr3	39509095	+	MOBP	chr3:39508689-39570970
ENSG00000170011	chr3	39851095	+	MYRIP	chr3:39850405-40301812
ENSG00000114784	chr3	40351174	+	EIF1B	chr3:40351175-40353915
ENSG00000168032	chr3	40428646	+	ENTPD3	chr3:40428647-40470110
ENSG00000188846	chr3	40498830	+	RPL14	chr3:40498783-40503861
ENSG00000177873	chr3	40518603	+	ZNF619	chr3:40518604-40531727
ENSG00000177842	chr3	40547529	+	ZNF620	chr3:40547483-40560227
ENSG00000172888	chr3	40566375	+	ZNF621	chr3:40566369-40616176
ENSG00000168036	chr3	41240929	+	CTNNB1	chr3:41236328-41301587
ENSG00000168038	chr3	42003922	-	ULK4	chr3:41288090-42003922
ENSG00000182606	chr3	42132561	+	TRAK1	chr3:42055294-42267381
ENSG00000187094	chr3	42307699	-	CCK	chr3:42299317-42307699
ENSG00000157093	chr3	42452092	-	LYZL4	chr3:42438570-42452092
ENSG00000114812	chr3	42544114	+	VIPR1	chr3:42530791-42579059
ENSG00000008324	chr3	42623331	+	SS18L2	chr3:42623332-42636606
ENSG00000093183	chr3	42623454	-	SEC22C	chr3:42589461-42642572
ENSG00000114857	chr3	42642105	+	NKTR	chr3:42642106-42690227
ENSG00000114853	chr3	42695175	+	ZBTB47	chr3:42695176-42709072
ENSG00000157119	chr3	42727010	+	KLHL40	chr3:42727011-42734036
ENSG00000010282	chr3	42744319	-	HHATL	chr3:42734155-42744319
ENSG00000244607	chr3	42814745	-	CCDC13	chr3:42734155-42814745
ENSG00000181061	chr3	42845925	-	HIGD1A	chr3:42798669-42846023
ENSG00000144648	chr3	42850967	+	ACKR2	chr3:42846244-42929466
ENSG00000180432	chr3	42917633	-	CYP8B1	chr3:42897497-42917633
ENSG00000182983	chr3	42947657	+	ZNF662	chr3:42947223-42960825
ENSG00000273291	chr3	42978350	+	KRBOX1	chr3:42850938-43097363
ENSG00000240747	chr3	42978353	+	KRBOX1	chr3:42850975-42984284
ENSG00000144649	chr3	43021039	+	FAM198A	chr3:43020759-43101703
ENSG00000144647	chr3	43147568	-	POMGNT2	chr3:43120724-43147568
ENSG00000163788	chr3	43328031	+	SNRK	chr3:43328004-43466256
ENSG00000160746	chr3	43663560	-	ANO10	chr3:43396351-43733086
ENSG00000011198	chr3	43732361	+	ABHD5	chr3:43731605-43775863
ENSG00000173769	chr3	44283377	+	TOPAZ1	chr3:44283378-44373590
ENSG00000179152	chr3	44379943	+	TCAIM	chr3:44379611-44450943
ENSG00000185219	chr3	44519162	-	ZNF445	chr3:44481262-44519162
ENSG00000178917	chr3	44552128	-	ZNF852	chr3:44540462-44552128
ENSG00000196345	chr3	44596699	+	ZKSCAN7	chr3:44596685-44624975
ENSG00000144792	chr3	44626455	+	ZNF660	chr3:44619715-44641186
ENSG00000186448	chr3	44670479	+	ZNF197	chr3:44626380-44689963
ENSG00000169981	chr3	44690218	+	ZNF35	chr3:44690219-44702283
ENSG00000196653	chr3	44754137	+	ZNF502	chr3:44754135-44765323
ENSG00000186446	chr3	44771087	+	ZNF501	chr3:44771088-44778575
ENSG00000163807	chr3	44803154	-	KIAA1143	chr3:44779153-44803154
ENSG00000163808	chr3	44803208	+	KIF15	chr3:44803209-44914868
ENSG00000169964	chr3	44903360	+	TMEM42	chr3:44903361-44907162
ENSG00000163810	chr3	44916102	+	TGM4	chr3:44916100-44956482
ENSG00000163812	chr3	45017674	-	ZDHHC3	chr3:44956749-45017677
ENSG00000075914	chr3	45017721	+	EXOSC7	chr3:45016733-45077558
ENSG00000163815	chr3	45067674	+	CLEC3B	chr3:45043040-45077563
ENSG00000163814	chr3	45187914	-	CDCP1	chr3:45123770-45187914
ENSG00000249992	chr3	45267770	-	TMEM158	chr3:45265958-45267770
ENSG00000011376	chr3	45430052	+	LARS2	chr3:45429998-45590913
ENSG00000144791	chr3	45636350	+	LIMD1	chr3:45596886-45727830
ENSG00000211456	chr3	45730753	+	SACM1L	chr3:45730548-45786916
ENSG00000163817	chr3	45838027	-	SLC6A20	chr3:45796942-45838027
ENSG00000163818	chr3	45883658	-	LZTFL1	chr3:45864808-45957534
ENSG00000173585	chr3	45927995	+	CCR9	chr3:45927996-45944667
ENSG00000172215	chr3	45986510	+	CXCR6	chr3:45982425-45989845
ENSG00000163820	chr3	46037307	-	FYCO1	chr3:45959396-46037316
ENSG00000173578	chr3	46069234	-	XCR1	chr3:46058516-46069234
ENSG00000163823	chr3	46249887	-	CCR1	chr3:46243200-46249887
ENSG00000183625	chr3	46283871	+	CCR3	chr3:46205096-46308197
ENSG00000121807	chr3	46395234	+	CCR2	chr3:46395225-46402419
ENSG00000160791	chr3	46411632	+	CCR5	chr3:46411633-46417697
ENSG00000121797	chr3	46449048	+	CCRL2	chr3:46448654-46454488
ENSG00000012223	chr3	46506653	-	LTF	chr3:46477136-46526724
ENSG00000163825	chr3	46538980	+	RTP3	chr3:46538981-46542439
ENSG00000241186	chr3	46618726	+	TDGF1	chr3:46616045-46668033
ENSG00000178038	chr3	46735191	-	ALS2CL	chr3:46710487-46735194
ENSG00000181585	chr3	46742822	+	TMIE	chr3:46742823-46752376
ENSG00000261603	chr3	46777919	-	PRSS46	chr3:46761073-46777919
ENSG00000188086	chr3	46786245	-	PRSS45	chr3:46783582-46854048
ENSG00000206549	chr3	46854064	-	PRSS50	chr3:46753605-46854064
ENSG00000178055	chr3	46875585	-	PRSS42	chr3:46871032-46875585
ENSG00000160808	chr3	46904932	-	MYL3	chr3:46899362-46923659
ENSG00000160801	chr3	46924846	+	PTH1R	chr3:46919236-46945287
ENSG00000160796	chr3	47021172	+	NBEAL2	chr3:47021173-47051193
ENSG00000160799	chr3	47023472	-	CCDC12	chr3:46963216-47023500
ENSG00000181555	chr3	47205457	-	SETD2	chr3:47057919-47205457
ENSG00000088727	chr3	47324337	-	KIF9	chr3:47269516-47324941
ENSG00000114648	chr3	47324435	+	KLHL18	chr3:47324407-47388306
ENSG00000076201	chr3	47422509	+	PTPN23	chr3:47422501-47454931
ENSG00000114650	chr3	47517603	-	SCAP	chr3:47455203-47518616
ENSG00000163832	chr3	47555251	-	ELP6	chr3:47537130-47555251
ENSG00000114646	chr3	47622282	-	CSPG5	chr3:47603729-47622282
ENSG00000173473	chr3	47823407	-	SMARCC1	chr3:47626762-47823596
ENSG00000132153	chr3	47844417	+	DHX30	chr3:47844399-47891685
ENSG00000047849	chr3	48130762	-	MAP4	chr3:47892182-48130769
ENSG00000164045	chr3	48229846	-	CDC25A	chr3:48198636-48229892
ENSG00000164047	chr3	48264836	+	CAMP	chr3:48264837-48266981
ENSG00000164048	chr3	48282589	+	ZNF589	chr3:48282590-48340743
ENSG00000172113	chr3	48342848	-	NME6	chr3:48334754-48343175
ENSG00000229453	chr3	48369831	-	SPINK8	chr3:48348336-48369831
ENSG00000164049	chr3	48413708	+	FBXW12	chr3:48413709-48442666
ENSG00000164050	chr3	48470872	-	PLXNB1	chr3:48445261-48471594
ENSG00000164051	chr3	48481475	-	CCDC51	chr3:48473574-48481866
ENSG00000164053	chr3	48488136	+	ATRIP	chr3:48488114-48507115
ENSG00000213689	chr3	48507228	+	TREX1	chr3:48506445-48509044
ENSG00000164054	chr3	48541864	-	SHISA5	chr3:48509197-48542259
ENSG00000114268	chr3	48594323	-	PFKFB4	chr3:48555117-48599448
ENSG00000145040	chr3	48601206	-	UCN2	chr3:48599160-48601206
ENSG00000114270	chr3	48632700	-	COL7A1	chr3:48601506-48632700
ENSG00000010256	chr3	48647470	-	UQCRC1	chr3:48636435-48648409
ENSG00000183396	chr3	48659288	-	TMEM89	chr3:48658192-48659288
ENSG00000225697	chr3	48672874	-	SLC26A6	chr3:48663156-48672926
ENSG00000008300	chr3	48700348	-	CELSR3	chr3:48673902-48700348
ENSG00000213672	chr3	48723360	-	NCKIPSD	chr3:48701364-48723797
ENSG00000068745	chr3	48754683	-	IP6K2	chr3:48725436-48777786
ENSG00000114302	chr3	48885279	-	PRKAR2A	chr3:48782030-48885279
ENSG00000178537	chr3	48936426	-	SLC25A20	chr3:48894369-48936426
ENSG00000177479	chr3	48956253	+	ARIH2	chr3:48956254-49023815
ENSG00000221883	chr3	48956818	-	ARIH2OS	chr3:48955221-48956818
ENSG00000178467	chr3	49027321	+	P4HTM	chr3:49027319-49044587
ENSG00000178252	chr3	49044494	+	WDR6	chr3:49044495-49053386
ENSG00000178149	chr3	49056004	-	DALRD3	chr3:49052921-49059726
ENSG00000178057	chr3	49058443	+	NDUFAF3	chr3:49057892-49060928
ENSG00000178035	chr3	49066823	-	IMPDH2	chr3:49061758-49066841
ENSG00000198218	chr3	49131796	-	QRICH1	chr3:49067140-49131796
ENSG00000172053	chr3	49142504	-	QARS	chr3:49133365-49142553
ENSG00000172046	chr3	49158264	-	USP19	chr3:49145479-49158371
ENSG00000172037	chr3	49170551	-	LAMB2	chr3:49158547-49170551
ENSG00000185909	chr3	49209043	+	KLHDC8B	chr3:49209044-49213917
ENSG00000173421	chr3	49236319	+	CCDC36	chr3:49235861-49295537
ENSG00000188315	chr3	49315342	-	C3orf62	chr3:49306035-49315342
ENSG00000114316	chr3	49377504	-	USP4	chr3:49315264-49378145
ENSG00000233276	chr3	49396033	-	GPX1	chr3:49394609-49396033
ENSG00000067560	chr3	49449635	-	RHOA	chr3:49396578-49450431
ENSG00000145022	chr3	49449638	+	TCTA	chr3:49449639-49453908
ENSG00000145020	chr3	49460186	-	AMT	chr3:49454211-49460186
ENSG00000145029	chr3	49466759	-	NICN1	chr3:49460379-49466759
ENSG00000173402	chr3	49507564	+	DAG1	chr3:49506146-49573048
ENSG00000164061	chr3	49591921	+	BSN	chr3:49591922-49708978
ENSG00000164062	chr3	49711434	+	APEH	chr3:49711435-49721396
ENSG00000173531	chr3	49726486	-	MST1	chr3:49721380-49726934
ENSG00000164068	chr3	49726931	+	RNF123	chr3:49726932-49758962
ENSG00000176020	chr3	49761349	-	AMIGO3	chr3:49754267-49761349
ENSG00000173540	chr3	49761384	-	GMPPB	chr3:49754277-49761384
ENSG00000176095	chr3	49823960	-	IP6K1	chr3:49761727-49823975
ENSG00000187492	chr3	49837254	-	CDHR4	chr3:49828165-49837268
ENSG00000185614	chr3	49840686	+	FAM212A	chr3:49840687-49842463
ENSG00000182179	chr3	49851379	-	UBA7	chr3:49842640-49851379
ENSG00000183763	chr3	49894000	-	TRAIP	chr3:49866034-49894007
ENSG00000164076	chr3	49907655	-	CAMKV	chr3:49895421-49907655
ENSG00000164078	chr3	49941070	-	MST1R	chr3:49924435-49941299
ENSG00000164077	chr3	49967578	-	MON1A	chr3:49946302-49967606
ENSG00000004534	chr3	49977465	+	RBM6	chr3:49977440-50137478
ENSG00000003756	chr3	50126340	+	RBM5	chr3:50126341-50156454
ENSG00000001617	chr3	50192561	+	SEMA3F	chr3:50192478-50226508
ENSG00000114349	chr3	50229044	+	GNAT1	chr3:50229045-50233949
ENSG00000114353	chr3	50273383	+	GNAI2	chr3:50263724-50296787
ENSG00000179564	chr3	50316457	+	LSMEM2	chr3:50316458-50325545
ENSG00000214706	chr3	50329897	-	IFRD2	chr3:50325163-50330349
ENSG00000243477	chr3	50336847	-	NAT6	chr3:50333833-50336852
ENSG00000186792	chr3	50336899	-	HYAL3	chr3:50330262-50336899
ENSG00000114378	chr3	50341003	-	HYAL1	chr3:50337320-50349812
ENSG00000068001	chr3	50360213	-	HYAL2	chr3:50355221-50360337
ENSG00000114383	chr3	50365674	-	TUSC2	chr3:50357458-50365682
ENSG00000068028	chr3	50378272	-	RASSF1	chr3:50367219-50378411
ENSG00000004838	chr3	50384283	-	ZMYND10	chr3:50378541-50384283
ENSG00000114395	chr3	50388288	+	CYB561D2	chr3:50388126-50395891
ENSG00000272104	chr3	50388322	+	XXcos-LUCA11.5	chr3:50388323-50405354
ENSG00000114388	chr3	50388522	-	NPRL2	chr3:50384761-50388522
ENSG00000126062	chr3	50397041	-	TMEM115	chr3:50392180-50397041
ENSG00000007402	chr3	50540854	-	CACNA2D2	chr3:50400233-50541675
ENSG00000088543	chr3	50605182	-	C3orf18	chr3:50595462-50608458
ENSG00000114735	chr3	50606627	+	HEMK1	chr3:50606583-50622366
ENSG00000114737	chr3	50649203	-	CISH	chr3:50643921-50649262
ENSG00000114738	chr3	50649338	+	MAPKAPK3	chr3:50648951-50686720
ENSG00000088538	chr3	50712671	+	DOCK3	chr3:50712672-51421629
ENSG00000145050	chr3	51422477	+	MANF	chr3:51422478-51426828
ENSG00000179837	chr3	51428730	+	RBM15B	chr3:51428731-51435330
ENSG00000145041	chr3	51467664	-	VPRBP	chr3:51433298-51534010
ENSG00000164080	chr3	51575595	+	RAD54L2	chr3:51575160-51702683
ENSG00000164081	chr3	51705270	+	TEX264	chr3:51696709-51738339
ENSG00000164082	chr3	51741085	+	GRM2	chr3:51741086-51752629
ENSG00000214686	chr3	51813009	-	IQCF6	chr3:51812580-51813009
ENSG00000229972	chr3	51851619	+	IQCF3	chr3:51851620-51864876
ENSG00000184345	chr3	51895653	+	IQCF2	chr3:51895645-51897440
ENSG00000214681	chr3	51909600	-	IQCF5	chr3:51907737-51909600
ENSG00000173389	chr3	51937351	-	IQCF1	chr3:51928892-51937351
ENSG00000114767	chr3	51975957	-	RRP9	chr3:51967446-51975957
ENSG00000041880	chr3	51976374	+	PARP3	chr3:51976361-51982883
ENSG00000180929	chr3	51989329	+	GPR62	chr3:51989330-51991509
ENSG00000090097	chr3	52001461	-	PCBP4	chr3:51991470-52002426
ENSG00000114786	chr3	52009075	+	ABHD14A-ACY1	chr3:52009066-52023199
ENSG00000248487	chr3	52009083	+	ABHD14A	chr3:52005442-52015212
ENSG00000114779	chr3	52017425	-	ABHD14B	chr3:52002526-52017425
ENSG00000243989	chr3	52017477	+	ACY1	chr3:52009066-52023213
ENSG00000162244	chr3	52029879	-	RPL29	chr3:52027616-52029958
ENSG00000164086	chr3	52090566	-	DUSP7	chr3:52082935-52090566
ENSG00000164087	chr3	52188428	-	POC1A	chr3:52109269-52188706
ENSG00000023330	chr3	52232109	+	ALAS1	chr3:52232102-52248343
ENSG00000239732	chr3	52260179	-	TLR9	chr3:52255096-52273183
ENSG00000247596	chr3	52273276	-	TWF2	chr3:52262626-52273276
ENSG00000164088	chr3	52280224	+	PPM1M	chr3:52279841-52284613
ENSG00000164091	chr3	52312659	-	WDR82	chr3:52288437-52322036
ENSG00000168237	chr3	52321871	+	GLYCTK	chr3:52321105-52329272
ENSG00000114841	chr3	52350334	+	DNAH1	chr3:52350335-52434507
ENSG00000163930	chr3	52444366	-	BAP1	chr3:52435029-52444366
ENSG00000010318	chr3	52444672	+	PHF7	chr3:52444673-52457657
ENSG00000010319	chr3	52479043	-	SEMA3G	chr3:52467069-52479101
ENSG00000114854	chr3	52488086	-	TNNC1	chr3:52485118-52488086
ENSG00000010322	chr3	52489523	+	NISCH	chr3:52489134-52527087
ENSG00000010327	chr3	52529353	+	STAB1	chr3:52529354-52558511
ENSG00000168268	chr3	52567793	-	NT5DC2	chr3:52558386-52569070
ENSG00000168273	chr3	52570620	+	SMIM4	chr3:52568029-52613253
ENSG00000163939	chr3	52719852	-	PBRM1	chr3:52579368-52719933
ENSG00000163938	chr3	52719935	+	GNL3	chr3:52715172-52728508
ENSG00000114902	chr3	52739651	+	SPCS1	chr3:52738971-52742182
ENSG00000016864	chr3	52740048	-	GLT8D1	chr3:52728505-52740048
ENSG00000114904	chr3	52804965	-	NEK4	chr3:52744800-52804965
ENSG00000055957	chr3	52811607	+	ITIH1	chr3:52811603-52826078
ENSG00000162267	chr3	52828813	+	ITIH3	chr3:52828784-52843025
ENSG00000055955	chr3	52864755	-	ITIH4	chr3:52846991-52865495
ENSG00000272573	chr3	52869235	-	MUSTN1	chr3:52867130-52869235
ENSG00000243696	chr3	52869745	-	RP5-966M1.6	chr3:52847298-52869745
